Entry_ID,Symbol,Signal_Date,Entry_Date,Holding_Sessions,Forward_Return
CGCL-2023-08-14,CGCL,2023-08-14,2023-08-16,3,-0.015419859327554741
CGCL-2023-08-14,CGCL,2023-08-14,2023-08-16,5,0.03448427953294342
CGCL-2023-08-14,CGCL,2023-08-14,2023-08-16,10,0.05719132973484209
CGCL-2023-08-14,CGCL,2023-08-14,2023-08-16,20,0.040784359133401615
FACT-2023-08-14,FACT,2023-08-14,2023-08-16,1,0.10444182906597077
FACT-2023-08-14,FACT,2023-08-14,2023-08-16,3,0.087635071280604
FACT-2023-08-14,FACT,2023-08-14,2023-08-16,5,0.09459785108225671
FACT-2023-08-14,FACT,2023-08-14,2023-08-16,10,0.11764705392439567
FACT-2023-08-14,FACT,2023-08-14,2023-08-16,20,0.20288110043312257
JUBLINGREA-2023-08-14,JUBLINGREA,2023-08-14,2023-08-16,1,0.036298574325088984
JUBLINGREA-2023-08-14,JUBLINGREA,2023-08-14,2023-08-16,3,0.05074626076416955
JUBLINGREA-2023-08-14,JUBLINGREA,2023-08-14,2023-08-16,5,0.05791043532542295
JUBLINGREA-2023-08-14,JUBLINGREA,2023-08-14,2023-08-16,10,0.2226866031794752
JUBLINGREA-2023-08-14,JUBLINGREA,2023-08-14,2023-08-16,20,0.18674628735813315
BSE-2023-08-16,BSE,2023-08-16,2023-08-17,1,0.025718738956052478
BSE-2023-08-16,BSE,2023-08-16,2023-08-17,3,0.0652496498312427
BSE-2023-08-16,BSE,2023-08-16,2023-08-17,5,0.09424296096775309
BSE-2023-08-16,BSE,2023-08-16,2023-08-17,10,0.1466330844696584
BSE-2023-08-16,BSE,2023-08-16,2023-08-17,20,0.5580160354560104
ADANIENSOL-2023-08-23,ADANIENSOL,2023-08-23,2023-08-24,1,-0.01409767897007319
ADANIENSOL-2023-08-23,ADANIENSOL,2023-08-23,2023-08-24,3,-0.04278873957681617
ADANIENSOL-2023-08-23,ADANIENSOL,2023-08-23,2023-08-24,5,-0.09686657968453982
ADANIENSOL-2023-08-23,ADANIENSOL,2023-08-23,2023-08-24,10,-0.0540227844413359
ADANIENSOL-2023-08-23,ADANIENSOL,2023-08-23,2023-08-24,20,-0.05831820198814819
INDHOTEL-2023-08-25,INDHOTEL,2023-08-25,2023-08-28,1,0.0035622338794678576
INDHOTEL-2023-08-25,INDHOTEL,2023-08-25,2023-08-28,3,0.07430020583412822
INDHOTEL-2023-08-25,INDHOTEL,2023-08-25,2023-08-28,5,0.08015259794822072
INDHOTEL-2023-08-25,INDHOTEL,2023-08-25,2023-08-28,10,0.09529251815674655
INDHOTEL-2023-08-25,INDHOTEL,2023-08-25,2023-08-28,20,0.0393129870458091
ULTRACEMCO-2023-08-25,ULTRACEMCO,2023-08-25,2023-08-28,1,0.003085540783939189
ULTRACEMCO-2023-08-25,ULTRACEMCO,2023-08-25,2023-08-28,3,0.01893100444197615
ULTRACEMCO-2023-08-25,ULTRACEMCO,2023-08-25,2023-08-28,5,0.018457710426921015
ULTRACEMCO-2023-08-25,ULTRACEMCO,2023-08-25,2023-08-28,10,0.03886395865618808
ULTRACEMCO-2023-08-25,ULTRACEMCO,2023-08-25,2023-08-28,20,0.012563333973822477
AIAENG-2023-09-04,AIAENG,2023-09-04,2023-09-05,1,0.018661673307184712
AIAENG-2023-09-04,AIAENG,2023-09-04,2023-09-05,3,0.014248802514360559
AIAENG-2023-09-04,AIAENG,2023-09-04,2023-09-05,5,0.057781045193220804
AIAENG-2023-09-04,AIAENG,2023-09-04,2023-09-05,10,0.003017865848880419
AIAENG-2023-09-04,AIAENG,2023-09-04,2023-09-05,20,-0.02478044000145352
AIAENG-2023-09-12,AIAENG,2023-09-12,2023-09-13,1,-0.007033606704011541
AIAENG-2023-09-12,AIAENG,2023-09-12,2023-09-13,3,0.0024583687046209057
AIAENG-2023-09-12,AIAENG,2023-09-12,2023-09-13,5,-0.036602023407494855
AIAENG-2023-09-12,AIAENG,2023-09-12,2023-09-13,10,-0.06020210777363855
AIAENG-2023-09-12,AIAENG,2023-09-12,2023-09-13,20,-0.07877628720235197
BHARATFORG-2023-09-12,BHARATFORG,2023-09-12,2023-09-13,1,0.018754197198371347
BHARATFORG-2023-09-12,BHARATFORG,2023-09-12,2023-09-13,3,0.060430672428604115
BHARATFORG-2023-09-12,BHARATFORG,2023-09-12,2023-09-13,5,0.044362129533423555
BHARATFORG-2023-09-12,BHARATFORG,2023-09-12,2023-09-13,10,0.011576719122795787
BHARATFORG-2023-09-12,BHARATFORG,2023-09-12,2023-09-13,20,0.028988189129584674
CGCL-2023-09-12,CGCL,2023-09-12,2023-09-13,1,-0.025159221765409523
CGCL-2023-09-12,CGCL,2023-09-12,2023-09-13,3,-0.04893108793890866
CGCL-2023-09-12,CGCL,2023-09-12,2023-09-13,5,-0.03020357557933906
CGCL-2023-09-12,CGCL,2023-09-12,2023-09-13,10,-0.006179443973899024
CGCL-2023-09-12,CGCL,2023-09-12,2023-09-13,20,-0.03524811233264846
CUMMINSIND-2023-09-12,CUMMINSIND,2023-09-12,2023-09-13,1,0.01601311458068322
CUMMINSIND-2023-09-12,CUMMINSIND,2023-09-12,2023-09-13,3,0.024487189354991168
CUMMINSIND-2023-09-12,CUMMINSIND,2023-09-12,2023-09-13,5,0.005201236335035553
CUMMINSIND-2023-09-12,CUMMINSIND,2023-09-12,2023-09-13,10,0.002951297769211436
CUMMINSIND-2023-09-12,CUMMINSIND,2023-09-12,2023-09-13,20,0.008941642808260486
DLF-2023-09-12,DLF,2023-09-12,2023-09-13,1,0.013549517733996375
DLF-2023-09-12,DLF,2023-09-12,2023-09-13,3,0.013835971271935588
DLF-2023-09-12,DLF,2023-09-12,2023-09-13,5,-0.004866419309124237
DLF-2023-09-12,DLF,2023-09-12,2023-09-13,10,0.00982821546566881
DLF-2023-09-12,DLF,2023-09-12,2023-09-13,20,0.07185116286591753
GMMPFAUDLR-2023-09-12,GMMPFAUDLR,2023-09-12,2023-09-13,1,0.01360387711559441
GMMPFAUDLR-2023-09-12,GMMPFAUDLR,2023-09-12,2023-09-13,3,0.06162260831973243
GMMPFAUDLR-2023-09-12,GMMPFAUDLR,2023-09-12,2023-09-13,5,0.044313855122527945
GMMPFAUDLR-2023-09-12,GMMPFAUDLR,2023-09-12,2023-09-13,10,0.08541488139485143
GMMPFAUDLR-2023-09-12,GMMPFAUDLR,2023-09-12,2023-09-13,20,0.04199827372049758
JYOTHYLAB-2023-09-12,JYOTHYLAB,2023-09-12,2023-09-13,1,0.04228571735890596
JYOTHYLAB-2023-09-12,JYOTHYLAB,2023-09-12,2023-09-13,3,0.025285761158188702
JYOTHYLAB-2023-09-12,JYOTHYLAB,2023-09-12,2023-09-13,5,0.011285737331356849
JYOTHYLAB-2023-09-12,JYOTHYLAB,2023-09-12,2023-09-13,10,0.045571457144317096
JYOTHYLAB-2023-09-12,JYOTHYLAB,2023-09-12,2023-09-13,20,0.0628570958851371
KALYANKJIL-2023-09-12,KALYANKJIL,2023-09-12,2023-09-13,1,-0.01068699469125689
KALYANKJIL-2023-09-12,KALYANKJIL,2023-09-12,2023-09-13,3,0.007633588849597528
KALYANKJIL-2023-09-12,KALYANKJIL,2023-09-12,2023-09-13,5,-0.0438386208027044
KALYANKJIL-2023-09-12,KALYANKJIL,2023-09-12,2023-09-13,10,-0.019411077127079013
KALYANKJIL-2023-09-12,KALYANKJIL,2023-09-12,2023-09-13,20,0.19083962682926114
MEDANTA-2023-09-12,MEDANTA,2023-09-12,2023-09-13,1,0.03052031031205238
MEDANTA-2023-09-12,MEDANTA,2023-09-12,2023-09-13,3,0.03337481572369638
MEDANTA-2023-09-12,MEDANTA,2023-09-12,2023-09-13,5,0.0025616529319014703
MEDANTA-2023-09-12,MEDANTA,2023-09-12,2023-09-13,10,0.03966916898314832
MEDANTA-2023-09-12,MEDANTA,2023-09-12,2023-09-13,20,0.10956595268537694
MFSL-2023-09-12,MFSL,2023-09-12,2023-09-13,1,0.014495087498303416
MFSL-2023-09-12,MFSL,2023-09-12,2023-09-13,3,0.01623236938874184
MFSL-2023-09-12,MFSL,2023-09-12,2023-09-13,5,0.010369150698120277
MFSL-2023-09-12,MFSL,2023-09-12,2023-09-13,10,0.003040160470107134
MFSL-2023-09-12,MFSL,2023-09-12,2023-09-13,20,0.0008143322475568926
RBA-2023-09-12,RBA,2023-09-12,2023-09-13,1,0.023860273439844093
RBA-2023-09-12,RBA,2023-09-12,2023-09-13,3,0.1120579607743144
RBA-2023-09-12,RBA,2023-09-12,2023-09-13,5,0.07371113454071732
RBA-2023-09-12,RBA,2023-09-12,2023-09-13,10,0.08862378918711622
RBA-2023-09-12,RBA,2023-09-12,2023-09-13,20,0.060076720438241304
SRF-2023-09-12,SRF,2023-09-12,2023-09-13,1,0.010147955610711579
SRF-2023-09-12,SRF,2023-09-12,2023-09-13,3,-0.010148096118949068
SRF-2023-09-12,SRF,2023-09-12,2023-09-13,5,-0.01606785682481071
SRF-2023-09-12,SRF,2023-09-12,2023-09-13,10,-0.040169284331882826
SRF-2023-09-12,SRF,2023-09-12,2023-09-13,20,-0.044397562719008965
ZEEL-2023-09-12,ZEEL,2023-09-12,2023-09-13,1,0.015257315915610192
ZEEL-2023-09-12,ZEEL,2023-09-12,2023-09-13,3,0.009191098751365256
ZEEL-2023-09-12,ZEEL,2023-09-12,2023-09-13,5,-0.029411780058313353
ZEEL-2023-09-12,ZEEL,2023-09-12,2023-09-13,10,-0.0360294518431844
ZEEL-2023-09-12,ZEEL,2023-09-12,2023-09-13,20,-0.03897071438701594
SUPREMEIND-2023-09-13,SUPREMEIND,2023-09-13,2023-09-14,1,-0.03539524251569959
SUPREMEIND-2023-09-13,SUPREMEIND,2023-09-13,2023-09-14,3,-0.06828868756688877
SUPREMEIND-2023-09-13,SUPREMEIND,2023-09-13,2023-09-14,5,-0.08137168343689194
SUPREMEIND-2023-09-13,SUPREMEIND,2023-09-13,2023-09-14,10,-0.07370886503578655
SUPREMEIND-2023-09-13,SUPREMEIND,2023-09-13,2023-09-14,20,-0.053876048110511165
SUNDARMFIN-2023-09-14,SUNDARMFIN,2023-09-14,2023-09-15,1,-0.01723688828268144
SUNDARMFIN-2023-09-14,SUNDARMFIN,2023-09-14,2023-09-15,3,0.0510814441510139
SUNDARMFIN-2023-09-14,SUNDARMFIN,2023-09-14,2023-09-15,5,0.07956383509821796
SUNDARMFIN-2023-09-14,SUNDARMFIN,2023-09-14,2023-09-15,10,0.11087118127688522
SUNDARMFIN-2023-09-14,SUNDARMFIN,2023-09-14,2023-09-15,20,0.16430981536736655
ASTERDM-2023-09-20,ASTERDM,2023-09-20,2023-09-21,1,0.0013821615586961933
ASTERDM-2023-09-20,ASTERDM,2023-09-20,2023-09-21,3,0.009522273355974997
ASTERDM-2023-09-20,ASTERDM,2023-09-20,2023-09-21,5,-0.0013822909598895095
ASTERDM-2023-09-20,ASTERDM,2023-09-20,2023-09-21,10,0.013669137275361232
ASTERDM-2023-09-20,ASTERDM,2023-09-20,2023-09-21,20,0.016740886430877122
SBILIFE-2023-09-20,SBILIFE,2023-09-20,2023-09-21,1,-0.014455632150156661
SBILIFE-2023-09-20,SBILIFE,2023-09-20,2023-09-21,3,-0.03716100517456378
SBILIFE-2023-09-20,SBILIFE,2023-09-20,2023-09-21,5,-0.03307325643338144
SBILIFE-2023-09-20,SBILIFE,2023-09-20,2023-09-21,10,-0.051653801144629585
SBILIFE-2023-09-20,SBILIFE,2023-09-20,2023-09-21,20,-0.0040876850028424006
ASTRAL-2023-09-22,ASTRAL,2023-09-22,2023-09-25,1,0.016021117770430138
ASTRAL-2023-09-22,ASTRAL,2023-09-22,2023-09-25,3,0.045298074979637226
ASTRAL-2023-09-22,ASTRAL,2023-09-22,2023-09-25,5,0.04041856982436354
ASTRAL-2023-09-22,ASTRAL,2023-09-22,2023-09-25,10,0.009542238441452966
ASTRAL-2023-09-22,ASTRAL,2023-09-22,2023-09-25,20,-0.007861412423159408
CGCL-2023-09-22,CGCL,2023-09-22,2023-09-25,1,-0.006329115945817754
CGCL-2023-09-22,CGCL,2023-09-22,2023-09-25,3,-0.0024684039935458646
CGCL-2023-09-22,CGCL,2023-09-22,2023-09-25,5,0.012658267250217348
CGCL-2023-09-22,CGCL,2023-09-22,2023-09-25,10,-0.013924109767531223
CGCL-2023-09-22,CGCL,2023-09-22,2023-09-25,20,-0.060253159239917475
SHRIRAMFIN-2023-09-26,SHRIRAMFIN,2023-09-26,2023-09-27,1,0.005953695295446648
SHRIRAMFIN-2023-09-26,SHRIRAMFIN,2023-09-26,2023-09-27,3,0.021074983659913116
SHRIRAMFIN-2023-09-26,SHRIRAMFIN,2023-09-26,2023-09-27,5,-0.024235951291785574
SHRIRAMFIN-2023-09-26,SHRIRAMFIN,2023-09-26,2023-09-27,10,0.00555851983971567
SHRIRAMFIN-2023-09-26,SHRIRAMFIN,2023-09-26,2023-09-27,20,-0.024762652284018305
CHAMBLFERT-2023-09-28,CHAMBLFERT,2023-09-28,2023-09-29,1,0.005999984425872684
CHAMBLFERT-2023-09-28,CHAMBLFERT,2023-09-28,2023-09-29,3,-0.0099999751002674
CHAMBLFERT-2023-09-28,CHAMBLFERT,2023-09-28,2023-09-29,5,-0.00909088416831172
CHAMBLFERT-2023-09-28,CHAMBLFERT,2023-09-28,2023-09-29,10,0.06872717697345343
CHAMBLFERT-2023-09-28,CHAMBLFERT,2023-09-28,2023-09-29,20,0.028363671023371673
ITC-2023-09-28,ITC,2023-09-28,2023-09-29,1,-0.00226254362219791
ITC-2023-09-28,ITC,2023-09-28,2023-09-29,3,-0.004524859034924278
ITC-2023-09-28,ITC,2023-09-28,2023-09-29,5,-0.002375740626164413
ITC-2023-09-28,ITC,2023-09-28,2023-09-29,10,0.013574566537698507
ITC-2023-09-28,ITC,2023-09-28,2023-09-29,20,-0.027149443870184142
LTTS-2023-09-28,LTTS,2023-09-28,2023-09-29,1,-0.0162164154235378
LTTS-2023-09-28,LTTS,2023-09-28,2023-09-29,3,-0.00930821095232881
LTTS-2023-09-28,LTTS,2023-09-28,2023-09-29,5,-0.005135308413271256
LTTS-2023-09-28,LTTS,2023-09-28,2023-09-29,10,0.021805233468102037
LTTS-2023-09-28,LTTS,2023-09-28,2023-09-29,20,-0.08662727644901103
ROUTE-2023-10-03,ROUTE,2023-10-03,2023-10-04,1,-0.0013764832427646256
ROUTE-2023-10-03,ROUTE,2023-10-03,2023-10-04,3,-0.006018373351816209
ROUTE-2023-10-03,ROUTE,2023-10-03,2023-10-04,5,-0.0008641992851752267
ROUTE-2023-10-03,ROUTE,2023-10-03,2023-10-04,10,0.019911770626958925
ROUTE-2023-10-03,ROUTE,2023-10-03,2023-10-04,20,-0.00019216138650368642
ASHOKLEY-2023-10-04,ASHOKLEY,2023-10-04,2023-10-05,1,-0.00402301776318259
ASHOKLEY-2023-10-04,ASHOKLEY,2023-10-04,2023-10-05,3,-0.009770129649154469
ASHOKLEY-2023-10-04,ASHOKLEY,2023-10-04,2023-10-05,5,0.017241319526694943
ASHOKLEY-2023-10-04,ASHOKLEY,2023-10-04,2023-10-05,10,0.005747124669971848
ASHOKLEY-2023-10-04,ASHOKLEY,2023-10-04,2023-10-05,20,-0.023275826899313956
BAJAJHLDNG-2023-10-04,BAJAJHLDNG,2023-10-04,2023-10-05,1,-0.012356528333528627
BAJAJHLDNG-2023-10-04,BAJAJHLDNG,2023-10-04,2023-10-05,3,0.0024143729267156466
BAJAJHLDNG-2023-10-04,BAJAJHLDNG,2023-10-04,2023-10-05,5,0.01198350338716403
BAJAJHLDNG-2023-10-04,BAJAJHLDNG,2023-10-04,2023-10-05,10,-0.0018216638523453899
BAJAJHLDNG-2023-10-04,BAJAJHLDNG,2023-10-04,2023-10-05,20,0.003745712366654219
LODHA-2023-10-04,LODHA,2023-10-04,2023-10-05,1,-0.003293778605106823
LODHA-2023-10-04,LODHA,2023-10-04,2023-10-05,3,0.03544139921913936
LODHA-2023-10-04,LODHA,2023-10-04,2023-10-05,5,0.07575763439172634
LODHA-2023-10-04,LODHA,2023-10-04,2023-10-05,10,0.07114623123426211
LODHA-2023-10-04,LODHA,2023-10-04,2023-10-05,20,0.12845857783426262
ADANIGREEN-2023-10-09,ADANIGREEN,2023-10-09,2023-10-10,1,0.009138767050264063
ADANIGREEN-2023-10-09,ADANIGREEN,2023-10-09,2023-10-10,3,0.009457546920472959
ADANIGREEN-2023-10-09,ADANIGREEN,2023-10-09,2023-10-10,5,0.009457546920472959
ADANIGREEN-2023-10-09,ADANIGREEN,2023-10-09,2023-10-10,10,-0.06381168755318001
ADANIGREEN-2023-10-09,ADANIGREEN,2023-10-09,2023-10-10,20,-0.006482095175670444
ADANIPOWER-2023-10-09,ADANIPOWER,2023-10-09,2023-10-10,1,0.02795570996525787
ADANIPOWER-2023-10-09,ADANIPOWER,2023-10-09,2023-10-10,3,0.004659284994209534
ADANIPOWER-2023-10-09,ADANIPOWER,2023-10-09,2023-10-10,5,-0.03334305336854759
ADANIPOWER-2023-10-09,ADANIPOWER,2023-10-09,2023-10-10,10,-0.047903332861217285
ADANIPOWER-2023-10-09,ADANIPOWER,2023-10-09,2023-10-10,20,0.11822950947148003
ARE&M-2023-10-09,ARE&M,2023-10-09,2023-10-10,1,0.005590850856410201
ARE&M-2023-10-09,ARE&M,2023-10-09,2023-10-10,3,0.01748156385067623
ARE&M-2023-10-09,ARE&M,2023-10-09,2023-10-10,5,0.007953230734298655
ARE&M-2023-10-09,ARE&M,2023-10-09,2023-10-10,10,-0.027955065652896405
ARE&M-2023-10-09,ARE&M,2023-10-09,2023-10-10,20,-0.0015751592651118695
ATUL-2023-10-09,ATUL,2023-10-09,2023-10-10,1,0.0032559528728868248
ATUL-2023-10-09,ATUL,2023-10-09,2023-10-10,3,0.006388582510705065
ATUL-2023-10-09,ATUL,2023-10-09,2023-10-10,5,0.007839039022728311
ATUL-2023-10-09,ATUL,2023-10-09,2023-10-10,10,-0.07250963793289078
ATUL-2023-10-09,ATUL,2023-10-09,2023-10-10,20,-0.054083163172882975
CEATLTD-2023-10-09,CEATLTD,2023-10-09,2023-10-10,1,0.003987268088996521
CEATLTD-2023-10-09,CEATLTD,2023-10-09,2023-10-10,3,0.025604091040598798
CEATLTD-2023-10-09,CEATLTD,2023-10-09,2023-10-10,5,0.11447381307014814
CEATLTD-2023-10-09,CEATLTD,2023-10-09,2023-10-10,10,0.02130476220244093
CEATLTD-2023-10-09,CEATLTD,2023-10-09,2023-10-10,20,0.016164776675657633
GLAND-2023-10-09,GLAND,2023-10-09,2023-10-10,1,0.004729680376736045
GLAND-2023-10-09,GLAND,2023-10-09,2023-10-10,3,-0.006756720104851843
GLAND-2023-10-09,GLAND,2023-10-09,2023-10-10,5,-0.02800976817538814
GLAND-2023-10-09,GLAND,2023-10-09,2023-10-10,10,-0.06636982941258096
GLAND-2023-10-09,GLAND,2023-10-09,2023-10-10,20,0.01947168494549434
INDIAMART-2023-10-09,INDIAMART,2023-10-09,2023-10-10,1,0.0035639307265504794
INDIAMART-2023-10-09,INDIAMART,2023-10-09,2023-10-10,3,0.0017908481189439218
INDIAMART-2023-10-09,INDIAMART,2023-10-09,2023-10-10,5,0.010408083547934543
INDIAMART-2023-10-09,INDIAMART,2023-10-09,2023-10-10,10,-0.050692393696226135
INDIAMART-2023-10-09,INDIAMART,2023-10-09,2023-10-10,20,-0.07445172242390752
INDIANB-2023-10-09,INDIANB,2023-10-09,2023-10-10,1,0.011519770174784005
INDIANB-2023-10-09,INDIANB,2023-10-09,2023-10-10,3,0.04754899383797473
INDIANB-2023-10-09,INDIANB,2023-10-09,2023-10-10,5,0.054534409254647365
INDIANB-2023-10-09,INDIANB,2023-10-09,2023-10-10,10,0.01715688018944861
INDIANB-2023-10-09,INDIANB,2023-10-09,2023-10-10,20,0.039338272085106984
JAMNAAUTO-2023-10-09,JAMNAAUTO,2023-10-09,2023-10-10,1,-0.002170200525939303
JAMNAAUTO-2023-10-09,JAMNAAUTO,2023-10-09,2023-10-10,3,8.4146345447067e-09
JAMNAAUTO-2023-10-09,JAMNAAUTO,2023-10-09,2023-10-10,5,0.07204861392789175
JAMNAAUTO-2023-10-09,JAMNAAUTO,2023-10-09,2023-10-10,10,-0.039930572857245994
JAMNAAUTO-2023-10-09,JAMNAAUTO,2023-10-09,2023-10-10,20,-0.00694447225309669
KANSAINER-2023-10-09,KANSAINER,2023-10-09,2023-10-10,1,0.010120063707037552
KANSAINER-2023-10-09,KANSAINER,2023-10-09,2023-10-10,3,0.015970907220300035
KANSAINER-2023-10-09,KANSAINER,2023-10-09,2023-10-10,5,0.015812808921146004
KANSAINER-2023-10-09,KANSAINER,2023-10-09,2023-10-10,10,0.008697033682972588
KANSAINER-2023-10-09,KANSAINER,2023-10-09,2023-10-10,20,-0.03542062463066842
KARURVYSYA-2023-10-09,KARURVYSYA,2023-10-09,2023-10-10,1,0.026636175554603625
KARURVYSYA-2023-10-09,KARURVYSYA,2023-10-09,2023-10-10,3,0.0258752465726797
KARURVYSYA-2023-10-09,KARURVYSYA,2023-10-09,2023-10-10,5,0.07305931423130363
KARURVYSYA-2023-10-09,KARURVYSYA,2023-10-09,2023-10-10,10,0.06887363292449455
KARURVYSYA-2023-10-09,KARURVYSYA,2023-10-09,2023-10-10,20,0.156773211144839
KEC-2023-10-09,KEC,2023-10-09,2023-10-10,1,0.0001497351155654858
KEC-2023-10-09,KEC,2023-10-09,2023-10-10,3,-0.034149716409239805
KEC-2023-10-09,KEC,2023-10-09,2023-10-10,5,0.025986610270305466
KEC-2023-10-09,KEC,2023-10-09,2023-10-10,10,-0.0590129228065821
KEC-2023-10-09,KEC,2023-10-09,2023-10-10,20,-0.15831646706535418
MRPL-2023-10-09,MRPL,2023-10-09,2023-10-10,1,0.04086022000715195
MRPL-2023-10-09,MRPL,2023-10-09,2023-10-10,3,0.06451622356835562
MRPL-2023-10-09,MRPL,2023-10-09,2023-10-10,5,0.11827957203370465
MRPL-2023-10-09,MRPL,2023-10-09,2023-10-10,10,0.048387128928387924
MRPL-2023-10-09,MRPL,2023-10-09,2023-10-10,20,0.2258064708744636
NH-2023-10-09,NH,2023-10-09,2023-10-10,1,0.008714114438709952
NH-2023-10-09,NH,2023-10-09,2023-10-10,3,0.010371736570683465
NH-2023-10-09,NH,2023-10-09,2023-10-10,5,0.03244145380448127
NH-2023-10-09,NH,2023-10-09,2023-10-10,10,-0.022448379712296407
NH-2023-10-09,NH,2023-10-09,2023-10-10,20,0.019275367069069738
NUVOCO-2023-10-09,NUVOCO,2023-10-09,2023-10-10,1,-0.005292462107198803
NUVOCO-2023-10-09,NUVOCO,2023-10-09,2023-10-10,3,0.005849599174138298
NUVOCO-2023-10-09,NUVOCO,2023-10-09,2023-10-10,5,0.030222858227062943
NUVOCO-2023-10-09,NUVOCO,2023-10-09,2023-10-10,10,-0.017827281048703014
NUVOCO-2023-10-09,NUVOCO,2023-10-09,2023-10-10,20,-0.04178272980501396
POONAWALLA-2023-10-09,POONAWALLA,2023-10-09,2023-10-10,1,0.00425075017402099
POONAWALLA-2023-10-09,POONAWALLA,2023-10-09,2023-10-10,3,-0.008900134077122535
POONAWALLA-2023-10-09,POONAWALLA,2023-10-09,2023-10-10,5,0.005180638250045444
POONAWALLA-2023-10-09,POONAWALLA,2023-10-09,2023-10-10,10,-0.051540971761370846
POONAWALLA-2023-10-09,POONAWALLA,2023-10-09,2023-10-10,20,-0.030286966225765766
TIMKEN-2023-10-09,TIMKEN,2023-10-09,2023-10-10,1,0.009334334240774789
TIMKEN-2023-10-09,TIMKEN,2023-10-09,2023-10-10,3,0.016621897971470068
TIMKEN-2023-10-09,TIMKEN,2023-10-09,2023-10-10,5,0.008302624395823521
TIMKEN-2023-10-09,TIMKEN,2023-10-09,2023-10-10,10,-0.003344427210347778
TIMKEN-2023-10-09,TIMKEN,2023-10-09,2023-10-10,20,-0.021646894697197272
TTML-2023-10-09,TTML,2023-10-09,2023-10-10,1,0.007349049325377388
TTML-2023-10-09,TTML,2023-10-09,2023-10-10,3,0.00472437740936682
TTML-2023-10-09,TTML,2023-10-09,2023-10-10,5,0.018372703412073532
TTML-2023-10-09,TTML,2023-10-09,2023-10-10,10,-0.07611548556430447
