Symbol,Date,Base_ID,Seed_Date,Base_Age,Event,Original_Pivot,Active_Pivot,New_Pivot,Base_Low,Base_Depth_ATR,High,Low,Close
GICRE,2024-07-23 00:00:00,GICRE-2024-06-11,2024-06-11 00:00:00,28,DEPTH_INVALIDATED,378.9700058046872,411.6970668731954,,336.94656292293746,4.257394015004392,374.3218221187825,336.94656292293746,356.5353698730469
GICRE,2024-07-26 00:00:00,GICRE-2024-07-26,2024-07-26 00:00:00,0,SEEDED,412.3611165138005,412.3611165138005,,inf,-inf,412.3611165138005,350.5591012070026,389.40472412109375
GICRE,2024-07-31 00:00:00,GICRE-2024-07-26,2024-07-26 00:00:00,3,FAILED_PROBE,412.3611165138005,412.3611165138005,417.3887203286742,380.29803027562997,1.5185417164322303,417.3887203286742,388.59837894341547,407.8551940917969
GICRE,2024-08-01 00:00:00,GICRE-2024-07-26,2024-07-26 00:00:00,4,FAILED_PROBE,412.3611165138005,417.3887203286742,419.76022662940306,380.29803027562997,1.7566543569269149,419.76022662940306,388.59835994739404,390.7801818847656
GICRE,2024-09-09 00:00:00,GICRE-2024-07-26,2024-07-26 00:00:00,30,EXPIRED,412.3611165138005,419.76022662940306,,354.7804388608729,3.0775115570114915,386.9383056288982,362.4641607128994,381.9580993652344
GICRE,2024-12-04 00:00:00,GICRE-2024-12-04,2024-12-04 00:00:00,0,SEEDED,406.43792370197707,406.43792370197707,,inf,-inf,406.43792370197707,396.8523470524609,400.7449645996094
GICRE,2024-12-05 00:00:00,GICRE-2024-12-04,2024-12-04 00:00:00,1,FAILED_PROBE,406.43792370197707,406.43792370197707,407.45974446179235,397.3389153082098,0.7559998658629103,407.45974446179235,397.3389153082098,401.6694641113281
GICRE,2024-12-06 00:00:00,GICRE-2024-12-04,2024-12-04 00:00:00,2,FAILED_PROBE,406.43792370197707,407.45974446179235,407.7516656237401,397.3389153082098,0.8408988267085166,407.7516656237401,400.55032949749426,402.9345397949219
GICRE,2024-12-09 00:00:00,GICRE-2024-12-04,2024-12-04 00:00:00,3,FAILED_PROBE,406.43792370197707,407.7516656237401,409.9412645366788,397.3389153082098,0.8651533772841836,409.9412645366788,401.2315213396008,402.78857421875
GICRE,2024-12-10 00:00:00,GICRE-2024-12-04,2024-12-04 00:00:00,4,TOO_SHORT_BREAKOUT,406.43792370197707,409.9412645366788,,397.3389153082098,1.0470783094129514,418.3590480548477,399.96643682657316,414.5151062011719
GICRE,2024-12-10 00:00:00,GICRE-2024-12-10,2024-12-10 00:00:00,0,SEEDED,418.3590480548477,418.3590480548477,,inf,-inf,418.3590480548477,399.96643682657316,414.5151062011719
GICRE,2024-12-11 00:00:00,GICRE-2024-12-10,2024-12-10 00:00:00,1,FAILED_PROBE,418.3590480548477,418.3590480548477,429.3557159399679,408.77347744676854,0.8080952109484509,429.3557159399679,408.77347744676854,413.93121337890625
GICRE,2024-12-16 00:00:00,GICRE-2024-12-10,2024-12-10 00:00:00,4,TOO_SHORT_BREAKOUT,418.3590480548477,429.3557159399679,,406.58389406990227,1.9197396743665327,435.24330329029766,419.91612156459126,430.5721740722656
GICRE,2024-12-16 00:00:00,GICRE-2024-12-16,2024-12-16 00:00:00,0,SEEDED,435.24330329029766,435.24330329029766,,inf,-inf,435.24330329029766,419.91612156459126,430.5721740722656
GICRE,2024-12-17 00:00:00,GICRE-2024-12-16,2024-12-16 00:00:00,1,FAILED_PROBE,435.24330329029766,435.24330329029766,438.79529733124116,421.4731615099191,1.0555487129564058,438.79529733124116,421.4731615099191,428.8204650878906
GICRE,2024-12-18 00:00:00,GICRE-2024-12-16,2024-12-16 00:00:00,2,FAILED_PROBE,435.24330329029766,438.79529733124116,448.42952272931694,421.4731615099191,1.3278264278953487,448.42952272931694,426.8741593296104,437.6275329589844
GICRE,2024-12-20 00:00:00,GICRE-2024-12-16,2024-12-16 00:00:00,4,TOO_SHORT_BREAKOUT,435.24330329029766,448.42952272931694,,421.4731615099191,2.066336922664652,511.3926047745817,426.58221013174244,487.5503234863281
GICRE,2024-12-20 00:00:00,GICRE-2024-12-20,2024-12-20 00:00:00,0,SEEDED,511.3926047745817,511.3926047745817,,inf,-inf,511.3926047745817,426.58221013174244,487.5503234863281
GICRE,2024-12-30 00:00:00,GICRE-2024-12-20,2024-12-20 00:00:00,5,DEPTH_INVALIDATED,511.3926047745817,511.3926047745817,,430.1342190292199,4.285217774382469,460.49664636943146,430.1342190292199,432.8590393066406
GICRE,2025-04-30 00:00:00,GICRE-2025-04-30,2025-04-30 00:00:00,0,SEEDED,441.61742486208345,441.61742486208345,,inf,-inf,441.61742486208345,397.19293545744176,405.9513244628906
GICRE,2025-06-12 00:00:00,GICRE-2025-04-30,2025-04-30 00:00:00,30,EXPIRED,441.61742486208345,441.61742486208345,,378.0218221443279,3.5566853823783986,397.77684712478015,382.40102002044466,383.4714660644531
GICRE,2025-11-13 00:00:00,GICRE-2025-11-13,2025-11-13 00:00:00,0,SEEDED,393.5,393.5,,inf,-inf,393.5,386.20001220703125,391.79998779296875
GICRE,2025-11-14 00:00:00,GICRE-2025-11-13,2025-11-13 00:00:00,1,FAILED_PROBE,393.5,393.5,402.0,388.95001220703125,0.5808167329447779,402.0,388.95001220703125,393.04998779296875
GICRE,2025-12-09 00:00:00,GICRE-2025-11-13,2025-11-13 00:00:00,18,DEPTH_INVALIDATED,393.5,402.0,,368.04998779296875,4.3337995772198,380.3999938964844,368.04998779296875,378.1000061035156
GICRE,2026-04-10 00:00:00,GICRE-2026-04-10,2026-04-10 00:00:00,0,SEEDED,407.79998779296875,407.79998779296875,,inf,-inf,407.79998779296875,389.20001220703125,397.6000061035156
GICRE,2026-04-16 00:00:00,GICRE-2026-04-10,2026-04-10 00:00:00,3,FAILED_PROBE,407.79998779296875,407.79998779296875,417.95001220703125,384.8500061035156,1.7393108247510112,417.95001220703125,399.0,400.04998779296875
GICRE,2026-05-25 00:00:00,GICRE-2026-04-10,2026-04-10 00:00:00,30,EXPIRED,407.79998779296875,417.95001220703125,,378.20001220703125,3.0125342241830855,395.0,382.1499938964844,391.3999938964844
GILLETTE,2022-07-20 00:00:00,GILLETTE-2022-07-20,2022-07-20 00:00:00,0,SEEDED,5008.689619082826,5008.689619082826,,inf,-inf,5008.689619082826,4865.689639167955,4979.12109375
GILLETTE,2022-07-21 00:00:00,GILLETTE-2022-07-20,2022-07-20 00:00:00,1,TOO_SHORT_BREAKOUT,5008.689619082826,5008.689619082826,,4954.258497366925,0.5161259060996708,5051.129473572424,4954.258497366925,5047.8544921875
GILLETTE,2022-07-21 00:00:00,GILLETTE-2022-07-21,2022-07-21 00:00:00,0,SEEDED,5051.129473572424,5051.129473572424,,inf,-inf,5051.129473572424,4954.258497366925,5047.8544921875
GILLETTE,2022-07-22 00:00:00,GILLETTE-2022-07-21,2022-07-21 00:00:00,1,TOO_SHORT_BREAKOUT,5051.129473572424,5051.129473572424,,4980.36681481471,0.6749111570229299,5115.75552172562,4980.36681481471,5087.478515625
GILLETTE,2022-07-22 00:00:00,GILLETTE-2022-07-22,2022-07-22 00:00:00,0,SEEDED,5115.75552172562,5115.75552172562,,inf,-inf,5115.75552172562,4980.36681481471,5087.478515625
GILLETTE,2022-08-03 00:00:00,GILLETTE-2022-07-22,2022-07-22 00:00:00,8,DEPTH_INVALIDATED,5115.75552172562,5115.75552172562,,4686.70997257382,4.008689042659761,4806.968457339866,4686.70997257382,4702.02490234375
GILLETTE,2022-08-22 00:00:00,GILLETTE-2022-08-22,2022-08-22 00:00:00,0,SEEDED,5189.470420730815,5189.470420730815,,inf,-inf,5189.470420730815,4853.881695498384,5097.25830078125
GILLETTE,2022-09-27 00:00:00,GILLETTE-2022-08-22,2022-08-22 00:00:00,25,DEPTH_INVALIDATED,5189.470420730815,5189.470420730815,,4742.433147214138,4.009122578318197,4820.483554770877,4742.433147214138,4754.51904296875
GILLETTE,2023-06-23 00:00:00,GILLETTE-2023-06-23,2023-06-23 00:00:00,0,SEEDED,4538.040738130014,4538.040738130014,,inf,-inf,4538.040738130014,4266.69397234492,4523.3974609375
GILLETTE,2023-06-26 00:00:00,GILLETTE-2023-06-23,2023-06-23 00:00:00,1,TOO_SHORT_BREAKOUT,4538.040738130014,4538.040738130014,,4560.450298844708,-0.23316807274921558,4818.697558673435,4560.450298844708,4774.95458984375
GILLETTE,2023-06-26 00:00:00,GILLETTE-2023-06-26,2023-06-26 00:00:00,0,SEEDED,4818.697558673435,4818.697558673435,,inf,-inf,4818.697558673435,4560.450298844708,4774.95458984375
GILLETTE,2023-06-27 00:00:00,GILLETTE-2023-06-26,2023-06-26 00:00:00,1,FAILED_PROBE,4818.697558673435,4818.697558673435,4832.7799509489405,4679.048140292875,1.265662900700333,4832.7799509489405,4679.048140292875,4754.55712890625
GILLETTE,2023-06-28 00:00:00,GILLETTE-2023-06-26,2023-06-26 00:00:00,2,FAILED_PROBE,4818.697558673435,4832.7799509489405,4847.002847844498,4679.048140292875,1.393293661092366,4847.002847844498,4708.381686847973,4796.1015625
GILLETTE,2023-06-30 00:00:00,GILLETTE-2023-06-26,2023-06-26 00:00:00,3,FAILED_PROBE,4818.697558673435,4847.002847844498,4851.492714002543,4679.048140292875,1.5221978352016896,4851.492714002543,4706.743076507198,4748.521484375
GILLETTE,2023-07-05 00:00:00,GILLETTE-2023-06-26,2023-06-26 00:00:00,6,FAILED_PROBE,4818.697558673435,4851.492714002543,4870.394497356009,4679.048140292875,1.5628901423465797,4870.394497356009,4777.996234356053,4799.79736328125
GILLETTE,2023-07-11 00:00:00,GILLETTE-2023-06-26,2023-06-26 00:00:00,10,BREAKOUT_CANDIDATE,4818.697558673435,4870.394497356009,,4679.048140292875,1.7341997419495214,4987.821490408313,4784.264361559024,4962.09033203125
GILLETTE,2023-07-11 00:00:00,GILLETTE-2023-07-11,2023-07-11 00:00:00,0,SEEDED,4987.821490408313,4987.821490408313,,inf,-inf,4987.821490408313,4784.264361559024,4962.09033203125
GILLETTE,2023-07-12 00:00:00,GILLETTE-2023-07-11,2023-07-11 00:00:00,1,TOO_SHORT_BREAKOUT,4987.821490408313,4987.821490408313,,4968.68639752141,0.17375283350355203,5091.026352603737,4968.68639752141,5065.341796875
GILLETTE,2023-07-12 00:00:00,GILLETTE-2023-07-12,2023-07-12 00:00:00,0,SEEDED,5091.026352603737,5091.026352603737,,inf,-inf,5091.026352603737,4968.68639752141,5065.341796875
GILLETTE,2023-07-13 00:00:00,GILLETTE-2023-07-12,2023-07-12 00:00:00,1,FAILED_PROBE,5091.026352603737,5091.026352603737,5160.127000841877,5063.003292135638,0.25139181933210897,5160.127000841877,5063.003292135638,5072.3134765625
GILLETTE,2023-07-14 00:00:00,GILLETTE-2023-07-12,2023-07-12 00:00:00,2,TOO_SHORT_BREAKOUT,5091.026352603737,5160.127000841877,,5063.003292135638,0.8712861987268659,5449.297631317028,5096.2192769813155,5407.94091796875
GILLETTE,2023-07-14 00:00:00,GILLETTE-2023-07-14,2023-07-14 00:00:00,0,SEEDED,5449.297631317028,5449.297631317028,,inf,-inf,5449.297631317028,5096.2192769813155,5407.94091796875
GILLETTE,2023-07-17 00:00:00,GILLETTE-2023-07-14,2023-07-14 00:00:00,1,TOO_SHORT_BREAKOUT,5449.297631317028,5449.297631317028,,5427.028843373452,0.17197943610948285,5584.129168794961,5427.028843373452,5495.4736328125
GILLETTE,2023-07-17 00:00:00,GILLETTE-2023-07-17,2023-07-17 00:00:00,0,SEEDED,5584.129168794961,5584.129168794961,,inf,-inf,5584.129168794961,5427.028843373452,5495.4736328125
GILLETTE,2023-08-29 00:00:00,GILLETTE-2023-07-17,2023-07-17 00:00:00,30,EXPIRED,5584.129168794961,5584.129168794961,,5055.003928722918,3.9837434878034164,5356.758773114026,5146.324794956407,5167.79833984375
GILLETTE,2023-09-11 00:00:00,GILLETTE-2023-09-11,2023-09-11 00:00:00,0,SEEDED,5715.125085473387,5715.125085473387,,inf,-inf,5715.125085473387,5473.064840573693,5647.896484375
GILLETTE,2023-09-14 00:00:00,GILLETTE-2023-09-11,2023-09-11 00:00:00,3,FAILED_PROBE,5715.125085473387,5715.125085473387,5773.136026569986,5398.864301782881,2.2986780718147464,5773.136026569986,5557.976584612871,5712.0830078125
GILLETTE,2023-09-15 00:00:00,GILLETTE-2023-09-11,2023-09-11 00:00:00,4,TOO_SHORT_BREAKOUT,5715.125085473387,5773.136026569986,,5398.864301782881,2.7203189615514383,6002.3779899292895,5689.019330122961,5877.79248046875
GILLETTE,2023-09-15 00:00:00,GILLETTE-2023-09-15,2023-09-15 00:00:00,0,SEEDED,6002.3779899292895,6002.3779899292895,,inf,-inf,6002.3779899292895,5689.019330122961,5877.79248046875
GILLETTE,2023-11-01 00:00:00,GILLETTE-2023-09-15,2023-09-15 00:00:00,30,EXPIRED,6002.3779899292895,6002.3779899292895,,5568.222930809848,2.581218690357223,5935.944752861479,5730.235731171899,5886.400390625
GILLETTE,2023-11-06 00:00:00,GILLETTE-2023-11-06,2023-11-06 00:00:00,0,SEEDED,6007.056769482849,6007.056769482849,,inf,-inf,6007.056769482849,5848.318982206194,5873.62890625
GILLETTE,2023-11-08 00:00:00,GILLETTE-2023-11-06,2023-11-06 00:00:00,2,FAILED_PROBE,6007.056769482849,6007.056769482849,6142.729182525478,5858.563477329906,0.9992444957799179,6142.729182525478,5894.774386886597,5930.423828125
GILLETTE,2023-12-20 00:00:00,GILLETTE-2023-11-06,2023-11-06 00:00:00,30,EXPIRED,6007.056769482849,6142.729182525478,,5667.78151919855,3.196028800238043,5846.773836229383,5667.78151919855,5704.41943359375
GILLETTE,2023-12-28 00:00:00,GILLETTE-2023-12-28,2023-12-28 00:00:00,0,SEEDED,6254.363506083015,6254.363506083015,,inf,-inf,6254.363506083015,5752.656421457538,6177.03271484375
GILLETTE,2024-01-03 00:00:00,GILLETTE-2023-12-28,2023-12-28 00:00:00,4,FAILED_PROBE,6254.363506083015,6254.363506083015,6307.175098368007,5989.316421999597,1.8888414286852595,6307.175098368007,6100.173762528925,6249.6015625
GILLETTE,2024-01-04 00:00:00,GILLETTE-2023-12-28,2023-12-28 00:00:00,5,FAILED_PROBE,6254.363506083015,6307.175098368007,6313.776436655728,5989.316421999597,2.265199930299006,6313.776436655728,6132.332079697874,6176.6083984375
GILLETTE,2024-01-08 00:00:00,GILLETTE-2023-12-28,2023-12-28 00:00:00,7,TOO_SHORT_BREAKOUT,6254.363506083015,6313.776436655728,,5989.316421999597,2.3122439537627355,6917.946757856669,6273.649488883215,6687.74609375
GILLETTE,2024-01-08 00:00:00,GILLETTE-2024-01-08,2024-01-08 00:00:00,0,SEEDED,6917.946757856669,6917.946757856669,,inf,-inf,6917.946757856669,6273.649488883215,6687.74609375
GILLETTE,2024-01-16 00:00:00,GILLETTE-2024-01-08,2024-01-08 00:00:00,6,DEPTH_INVALIDATED,6917.946757856669,6917.946757856669,,6154.398929809912,4.268257157925968,6411.853865120685,6154.398929809912,6229.3720703125
GILLETTE,2024-05-08 00:00:00,GILLETTE-2024-05-08,2024-05-08 00:00:00,0,SEEDED,6769.654886506748,6769.654886506748,,inf,-inf,6769.654886506748,6459.048609589574,6653.16552734375
GILLETTE,2024-05-09 00:00:00,GILLETTE-2024-05-08,2024-05-08 00:00:00,1,FAILED_PROBE,6769.654886506748,6769.654886506748,6788.846089098143,6553.7190357309955,1.1047775659791796,6788.846089098143,6553.7190357309955,6599.646484375
GILLETTE,2024-05-27 00:00:00,GILLETTE-2024-05-08,2024-05-08 00:00:00,12,BREAKOUT_CANDIDATE,6769.654886506748,6788.846089098143,,6387.627106394114,2.0527287596940975,6865.233031558103,6568.9012176809165,6813.7197265625
GILLETTE,2024-05-27 00:00:00,GILLETTE-2024-05-27,2024-05-27 00:00:00,0,SEEDED,6865.233031558103,6865.233031558103,,inf,-inf,6865.233031558103,6568.9012176809165,6813.7197265625
GILLETTE,2024-05-31 00:00:00,GILLETTE-2024-05-27,2024-05-27 00:00:00,4,FAILED_PROBE,6865.233031558103,6865.233031558103,6922.523460577242,6530.278493218698,1.720725264731228,6922.523460577242,6750.892620296035,6816.2509765625
GILLETTE,2024-06-05 00:00:00,GILLETTE-2024-05-27,2024-05-27 00:00:00,7,TOO_SHORT_BREAKOUT,6865.233031558103,6922.523460577242,,6407.391881282473,2.6463290437797533,7208.972097078174,6781.255480006846,7152.15966796875
GILLETTE,2024-06-05 00:00:00,GILLETTE-2024-06-05,2024-06-05 00:00:00,0,SEEDED,7208.972097078174,7208.972097078174,,inf,-inf,7208.972097078174,6781.255480006846,7152.15966796875
GILLETTE,2024-06-06 00:00:00,GILLETTE-2024-06-05,2024-06-05 00:00:00,1,FAILED_PROBE,7208.972097078174,7208.972097078174,7329.185180866702,7103.89314759315,0.4435436396847351,7329.185180866702,7103.89314759315,7148.34033203125
GILLETTE,2024-06-10 00:00:00,GILLETTE-2024-06-05,2024-06-05 00:00:00,3,FAILED_PROBE,7208.972097078174,7329.185180866702,7347.4226441939045,7103.89314759315,0.9509692371293429,7347.4226441939045,7179.372431669131,7302.8798828125
GILLETTE,2024-06-11 00:00:00,GILLETTE-2024-06-05,2024-06-05 00:00:00,4,TOO_SHORT_BREAKOUT,7208.972097078174,7347.4226441939045,,7103.89314759315,1.027950505998208,7637.691712848536,7256.666661432665,7489.5498046875
GILLETTE,2024-06-11 00:00:00,GILLETTE-2024-06-11,2024-06-11 00:00:00,0,SEEDED,7637.691712848536,7637.691712848536,,inf,-inf,7637.691712848536,7256.666661432665,7489.5498046875
GILLETTE,2024-07-18 00:00:00,GILLETTE-2024-06-11,2024-06-11 00:00:00,25,FAILED_PROBE,7637.691712848536,7637.691712848536,7733.173979348351,6829.666096680347,3.471928782253618,7733.173979348351,7329.328140979302,7614.25
GILLETTE,2024-07-25 00:00:00,GILLETTE-2024-06-11,2024-06-11 00:00:00,30,EXPIRED,7637.691712848536,7733.173979348351,,6829.666096680347,3.882197494807055,7479.524012941744,7376.068001513507,7454.650390625
GILLETTE,2024-08-02 00:00:00,GILLETTE-2024-08-02,2024-08-02 00:00:00,0,SEEDED,7824.8383035935,7824.8383035935,,inf,-inf,7824.8383035935,7516.5235355537225,7621.36376953125
GILLETTE,2024-08-21 00:00:00,GILLETTE-2024-08-02,2024-08-02 00:00:00,12,BREAKOUT_CANDIDATE,7824.8383035935,7824.8383035935,,7210.1184095845165,2.975727788627529,7924.140502986534,7640.173927285082,7893.20361328125
GILLETTE,2024-08-21 00:00:00,GILLETTE-2024-08-21,2024-08-21 00:00:00,0,SEEDED,7924.140502986534,7924.140502986534,,inf,-inf,7924.140502986534,7640.173927285082,7893.20361328125
GILLETTE,2024-08-22 00:00:00,GILLETTE-2024-08-21,2024-08-21 00:00:00,1,TOO_SHORT_BREAKOUT,7924.140502986534,7924.140502986534,,7893.585793224718,0.14423863248428065,8155.161863113418,7893.585793224718,7961.6650390625
GILLETTE,2024-08-22 00:00:00,GILLETTE-2024-08-22,2024-08-22 00:00:00,0,SEEDED,8155.161863113418,8155.161863113418,,inf,-inf,8155.161863113418,7893.585793224718,7961.6650390625
GILLETTE,2024-08-26 00:00:00,GILLETTE-2024-08-22,2024-08-22 00:00:00,2,TOO_SHORT_BREAKOUT,8155.161863113418,8155.161863113418,,7983.532086180908,0.7967412074221917,8641.218624159266,8184.236982386161,8564.5458984375
GILLETTE,2024-08-26 00:00:00,GILLETTE-2024-08-26,2024-08-26 00:00:00,0,SEEDED,8641.218624159266,8641.218624159266,,inf,-inf,8641.218624159266,8184.236982386161,8564.5458984375
GILLETTE,2024-08-27 00:00:00,GILLETTE-2024-08-26,2024-08-26 00:00:00,1,FAILED_PROBE,8641.218624159266,8641.218624159266,8821.49172886151,8369.33173258848,1.1375587116409758,8821.49172886151,8369.33173258848,8444.7158203125
GILLETTE,2024-09-06 00:00:00,GILLETTE-2024-08-26,2024-08-26 00:00:00,9,FAILED_PROBE,8641.218624159266,8821.49172886151,8999.280053907336,8369.33173258848,1.8918107446972041,8999.280053907336,8595.434191151688,8627.8984375
GILLETTE,2024-09-10 00:00:00,GILLETTE-2024-08-26,2024-08-26 00:00:00,11,FAILED_PROBE,8641.218624159266,8999.280053907336,9066.118921884645,8369.33173258848,2.635666606285446,9066.118921884645,8547.740880373967,8606.3203125
GILLETTE,2024-09-19 00:00:00,GILLETTE-2024-08-26,2024-08-26 00:00:00,18,FAILED_PROBE,8641.218624159266,9066.118921884645,9128.181100583197,8369.33173258848,2.9153164860738334,9128.181100583197,8526.73289546258,8592.6162109375
GILLETTE,2024-09-20 00:00:00,GILLETTE-2024-08-26,2024-08-26 00:00:00,19,DEPTH_INVALIDATED,8641.218624159266,9128.181100583197,,8129.191042110005,4.1797154592244885,8818.817614438762,8129.191042110005,8561.1083984375
GILLETTE,2024-10-29 00:00:00,GILLETTE-2024-10-29,2024-10-29 00:00:00,0,SEEDED,9275.131568307834,9275.131568307834,,inf,-inf,9275.131568307834,8604.93543605424,8977.796875
GILLETTE,2024-10-30 00:00:00,GILLETTE-2024-10-29,2024-10-29 00:00:00,1,TOO_SHORT_BREAKOUT,9275.131568307834,9275.131568307834,,8809.459531000794,1.2843243422967072,9452.1081719608,8809.459531000794,9316.3310546875
GILLETTE,2024-10-30 00:00:00,GILLETTE-2024-10-30,2024-10-30 00:00:00,0,SEEDED,9452.1081719608,9452.1081719608,,inf,-inf,9452.1081719608,8809.459531000794,9316.3310546875
GILLETTE,2024-10-31 00:00:00,GILLETTE-2024-10-30,2024-10-30 00:00:00,1,TOO_SHORT_BREAKOUT,9452.1081719608,9452.1081719608,,9039.431093248098,1.0786513955609072,9641.834241579929,9039.431093248098,9505.6748046875
GILLETTE,2024-10-31 00:00:00,GILLETTE-2024-10-31,2024-10-31 00:00:00,0,SEEDED,9641.834241579929,9641.834241579929,,inf,-inf,9641.834241579929,9039.431093248098,9505.6748046875
GILLETTE,2024-11-04 00:00:00,GILLETTE-2024-10-31,2024-10-31 00:00:00,2,TOO_SHORT_BREAKOUT,9641.834241579929,9641.834241579929,,9357.341204054916,0.7142909033848777,10073.465379272862,9571.701771992493,9923.6044921875
GILLETTE,2024-11-04 00:00:00,GILLETTE-2024-11-04,2024-11-04 00:00:00,0,SEEDED,10073.465379272862,10073.465379272862,,inf,-inf,10073.465379272862,9571.701771992493,9923.6044921875
GILLETTE,2024-11-05 00:00:00,GILLETTE-2024-11-04,2024-11-04 00:00:00,1,FAILED_PROBE,10073.465379272862,10073.465379272862,10145.077263729157,9691.580188165057,0.9637438721044447,10145.077263729157,9691.580188165057,9993.927734375
GILLETTE,2024-11-06 00:00:00,GILLETTE-2024-11-04,2024-11-04 00:00:00,2,FAILED_PROBE,10073.465379272862,10145.077263729157,10152.715299718775,9691.580188165057,1.144467074840848,10152.715299718775,9701.080357861634,9752.736328125
GILLETTE,2024-11-25 00:00:00,GILLETTE-2024-11-04,2024-11-04 00:00:00,13,FAILED_PROBE,10073.465379272862,10152.715299718775,10215.735488161068,8698.508609176777,3.669906085432622,10215.735488161068,8983.192431392115,9971.4423828125
GILLETTE,2024-12-18 00:00:00,GILLETTE-2024-11-04,2024-11-04 00:00:00,30,EXPIRED,10073.465379272862,10215.735488161068,,8698.508609176777,3.828946870056768,9460.170465080866,9301.94156221839,9378.8505859375
GILLETTE,2025-05-26 00:00:00,GILLETTE-2025-05-26,2025-05-26 00:00:00,0,SEEDED,9555.025573060897,9555.025573060897,,inf,-inf,9555.025573060897,8500.557832386969,9082.93359375
GILLETTE,2025-06-04 00:00:00,GILLETTE-2025-05-26,2025-05-26 00:00:00,7,TOO_SHORT_BREAKOUT,9555.025573060897,9555.025573060897,,8910.737012537475,2.1253033724200714,9664.34143047998,9320.913882149613,9622.7431640625
GILLETTE,2025-06-04 00:00:00,GILLETTE-2025-06-04,2025-06-04 00:00:00,0,SEEDED,9664.34143047998,9664.34143047998,,inf,-inf,9664.34143047998,9320.913882149613,9622.7431640625
GILLETTE,2025-06-05 00:00:00,GILLETTE-2025-06-04,2025-06-04 00:00:00,1,TOO_SHORT_BREAKOUT,9664.34143047998,9664.34143047998,,9597.592175684282,0.23781217055934786,9962.786314009129,9597.592175684282,9898.4541015625
GILLETTE,2025-06-05 00:00:00,GILLETTE-2025-06-05,2025-06-05 00:00:00,0,SEEDED,9962.786314009129,9962.786314009129,,inf,-inf,9962.786314009129,9597.592175684282,9898.4541015625
GILLETTE,2025-06-06 00:00:00,GILLETTE-2025-06-05,2025-06-05 00:00:00,1,FAILED_PROBE,9962.786314009129,9962.786314009129,10012.606692963252,9456.350765576406,1.7663239577777774,10012.606692963252,9456.350765576406,9487.3076171875
GILLETTE,2025-06-11 00:00:00,GILLETTE-2025-06-05,2025-06-05 00:00:00,4,FAILED_PROBE,9962.786314009129,10012.606692963252,10426.65422407766,9395.404585912323,2.1526507604941667,10426.65422407766,9735.929496299645,9901.8388671875
GILLETTE,2025-06-26 00:00:00,GILLETTE-2025-06-05,2025-06-05 00:00:00,15,BREAKOUT_CANDIDATE,9962.786314009129,10426.65422407766,,9395.404585912323,3.5967477954069373,10446.97017229097,10119.504721478814,10429.0732421875
GILLETTE,2025-06-26 00:00:00,GILLETTE-2025-06-26,2025-06-26 00:00:00,0,SEEDED,10446.97017229097,10446.97017229097,,inf,-inf,10446.97017229097,10119.504721478814,10429.0732421875
GILLETTE,2025-06-27 00:00:00,GILLETTE-2025-06-26,2025-06-26 00:00:00,1,FAILED_PROBE,10446.97017229097,10446.97017229097,10602.721597495944,10372.480015360537,0.22593216318975784,10602.721597495944,10372.480015360537,10431.0078125
GILLETTE,2025-06-30 00:00:00,GILLETTE-2025-06-26,2025-06-26 00:00:00,2,FAILED_PROBE,10446.97017229097,10602.721597495944,10647.222422079094,10372.480015360537,0.698333589989153,10647.222422079094,10447.937684758695,10553.8681640625
GILLETTE,2025-07-15 00:00:00,GILLETTE-2025-06-26,2025-06-26 00:00:00,13,FAILED_PROBE,10446.97017229097,10647.222422079094,11125.118251452233,10033.889310446993,1.8602682874780239,11125.118251452233,10370.545013527646,10637.5478515625
GILLETTE,2025-08-07 00:00:00,GILLETTE-2025-06-26,2025-06-26 00:00:00,30,EXPIRED,10446.97017229097,11125.118251452233,,9965.204520648067,3.518073113456182,10416.013748264948,10159.652306517924,10301.8603515625
GILLETTE,2026-02-11 00:00:00,GILLETTE-2026-02-11,2026-02-11 00:00:00,0,SEEDED,8816.385084989146,8816.385084989146,,inf,-inf,8816.385084989146,8613.521428181239,8654.193359375
GILLETTE,2026-03-04 00:00:00,GILLETTE-2026-02-11,2026-02-11 00:00:00,14,DEPTH_INVALIDATED,8816.385084989146,8816.385084989146,,7884.898914525455,4.281088780103023,8141.330488961492,7884.898914525455,7918.130859375
GLAND,2023-08-08 00:00:00,GLAND-2023-08-08,2023-08-08 00:00:00,0,SEEDED,1568.0318603515625,1568.0318603515625,,inf,-inf,1568.0318603515625,1391.9135081109928,1568.0318603515625
GLAND,2023-08-09 00:00:00,GLAND-2023-08-08,2023-08-08 00:00:00,1,TOO_SHORT_BREAKOUT,1568.0318603515625,1568.0318603515625,,1577.7162213782126,-0.15162612886572083,1720.7910421941272,1577.7162213782126,1627.0137939453125
GLAND,2023-08-09 00:00:00,GLAND-2023-08-09,2023-08-09 00:00:00,0,SEEDED,1720.7910421941272,1720.7910421941272,,inf,-inf,1720.7910421941272,1577.7162213782126,1627.0137939453125
GLAND,2023-08-31 00:00:00,GLAND-2023-08-09,2023-08-09 00:00:00,15,FAILED_PROBE,1720.7910421941272,1720.7910421941272,1728.3828363983673,1481.0190195476328,3.4146205857399816,1728.3828363983673,1554.405798718879,1694.949951171875
