Entry_ID,Symbol,Entry_Date,Entry_Open,Exit_Date,Exit_Price,Exit_Reason,Return,Exit_Signal_Date,Holding_Sessions,Breadth_Matched_Date,Member_Count,Covered_Member_Count,SMA50_Denominator,Above_SMA50_Count,Pct_Above_SMA50,SMA200_Denominator,Above_SMA200_Count,Pct_Above_SMA200,Coverage_200_Sessions,Coverage_OK,Nifty500_Close,Nifty500_SMA200,Regime,Universe_Method,Universe_Member_Count,Eligible_Count_50,Eligible_Count_200,Momentum_Regime
ASAHIINDIA-2025-10-27,ASAHIINDIA,2025-10-28,955.0,2025-11-07,914.9500122070312,SMA20,-0.04193715999263743,2025-11-06,7,2025-10-27,503,498,498,291,58.43373493975904,482,314,65.14522821576763,0.9582504970178928,True,23840.900390625,22310.83252929688,NORMAL,POINT_IN_TIME,503,498,482,NORMAL
ATUL-2025-07-03,ATUL,2025-07-04,7536.524412335995,2025-07-18,7282.092043213823,SMA20,-0.03375990777734501,2025-07-17,10,2025-07-03,501,498,497,384,77.2635814889336,478,290,60.66945606694561,0.9540918163672656,True,23521.849609375,22303.18198242188,STRONG_MOMENTUM,POINT_IN_TIME,501,497,478,STRONG_MOMENTUM
AUBANK-2025-06-02,AUBANK,2025-06-03,723.404479140818,2025-07-15,803.2199808632687,SMA20,0.11033315942036596,2025-07-14,30,2025-06-02,503,497,497,400,80.48289738430584,475,238,50.10526315789474,0.9443339960238568,True,22834.5,22324.30125,NORMAL,POINT_IN_TIME,503,497,475,NORMAL
BAJAJ-AUTO-2023-11-15,BAJAJ-AUTO,2023-11-16,5266.048039261652,2024-03-01,7589.023626653724,SMA20,0.44112312878136495,2024-02-29,72,2023-11-15,501,491,491,275,56.0081466395112,488,405,82.99180327868852,0.9740518962075848,True,17508.05078125,16049.089243164062,NORMAL,POINT_IN_TIME,501,491,488,NORMAL
BAJFINANCE-2025-02-27,BAJFINANCE,2025-02-28,855.9245297524822,2025-03-06,826.2906396991598,SMA20,-0.03462208293281647,2025-03-05,4,2025-02-27,500,496,490,49,10.0,487,66,13.552361396303905,0.974,True,20315.55078125,22523.58598632813,HOSTILE,POINT_IN_TIME,500,490,487,HOSTILE
BLUESTARCO-2023-11-24,BLUESTARCO,2023-11-28,996.1365336174208,2023-12-18,955.2555077393722,SMA20,-0.041039580919285404,2023-12-15,14,2023-11-24,501,491,491,312,63.54378818737271,488,414,84.8360655737705,0.9740518962075848,True,17643.5,16138.237485351565,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
BOSCHLTD-2024-03-26,BOSCHLTD,2024-03-27,29945.35016288165,2024-04-10,29530.7974789819,SMA20,-0.013843641221253767,2024-04-09,9,2024-03-26,501,491,490,173,35.30612244897959,489,328,67.07566462167689,0.9760479041916168,True,20005.25,17953.690532226563,NORMAL,POINT_IN_TIME,501,490,489,NORMAL
CANFINHOME-2025-12-19,CANFINHOME,2025-12-22,925.4836385543324,2025-12-30,905.7144477625105,SMA20,-0.021360929538098237,2025-12-29,5,2025-12-19,501,498,498,172,34.53815261044177,493,241,48.88438133874239,0.9840319361277444,True,23677.55078125,22773.132041015622,NORMAL,POINT_IN_TIME,501,498,493,NORMAL
CESC-2024-04-29,CESC,2024-04-30,134.6779666418078,2024-05-08,126.79836366234755,SMA20,-0.05850699394962657,2024-05-07,5,2024-04-29,501,493,492,358,72.76422764227642,479,381,79.54070981210856,0.9560878243512974,True,20992.19921875,18432.90201171875,STRONG_MOMENTUM,POINT_IN_TIME,501,492,479,STRONG_MOMENTUM
CHENNPETRO-2025-11-17,CHENNPETRO,2025-11-18,1025.786663116232,2025-11-27,862.8872151111025,SMA20,-0.1588044121282081,2025-11-26,7,2025-11-17,502,499,498,248,49.79919678714859,483,299,61.90476190476191,0.9621513944223108,True,23954.55078125,22451.17802734375,NORMAL,POINT_IN_TIME,502,498,483,NORMAL
COCHINSHIP-2024-07-03,COCHINSHIP,2024-07-04,2417.4969771091114,2024-07-25,2487.633107543125,SMA20,0.029011879269393578,2024-07-24,14,2024-07-03,502,493,493,418,84.78701825557809,484,415,85.74380165289256,0.9641434262948207,True,22851.19921875,19463.88701171875,STRONG_MOMENTUM,POINT_IN_TIME,502,493,484,STRONG_MOMENTUM
CPPLUS-2026-07-16,CPPLUS,2026-07-17,3818.266566391405,2026-07-20,3556.10009765625,SMA20,-0.06866112257398653,2026-07-17,1,2026-07-16,500,500,500,320,64.0,417,227,54.43645083932853,0.834,True,23232.650390625,23059.77181640625,NORMAL,POINT_IN_TIME,500,500,417,NORMAL
DIXON-2024-03-26,DIXON,2024-03-27,7249.181117402561,2024-05-15,8088.507272861709,SMA20,0.11578220241238577,2024-05-14,31,2024-03-26,501,491,490,173,35.30612244897959,489,328,67.07566462167689,0.9760479041916168,True,20005.25,17953.690532226563,NORMAL,POINT_IN_TIME,501,490,489,NORMAL
EMAMILTD-2024-07-09,EMAMILTD,2024-07-10,759.8010471959748,2024-08-05,739.555723047651,SMA20,-0.026645559680443468,2024-08-02,17,2024-07-09,502,493,493,413,83.77281947261663,484,419,86.57024793388429,0.9641434262948207,True,23067.349609375,19578.073017578125,STRONG_MOMENTUM,POINT_IN_TIME,502,493,484,STRONG_MOMENTUM
ENGINERSIN-2025-07-09,ENGINERSIN,2025-07-10,242.10602708968,2025-07-21,230.01049352154425,SMA20,-0.04995965492282176,2025-07-18,7,2025-07-09,501,498,497,384,77.2635814889336,479,307,64.09185803757829,0.9560878243512974,True,23557.44921875,22297.725234375,STRONG_MOMENTUM,POINT_IN_TIME,501,497,479,STRONG_MOMENTUM
ETERNAL-2023-09-15,ETERNAL,2023-09-18,103.5999984741211,2023-09-26,98.5999984741211,SMA20,-0.04826254897338615,2023-09-25,5,2023-09-15,501,491,491,409,83.29938900203666,488,452,92.62295081967213,0.9740518962075848,True,17665.80078125,15738.055517578125,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
EXIDEIND-2026-07-17,EXIDEIND,2026-07-20,435.0,2026-07-29,424.0,SMA20,-0.02528735632183908,2026-07-28,7,2026-07-17,500,500,500,318,63.6,416,225,54.08653846153846,0.832,True,23336.30078125,23059.020068359376,NORMAL,POINT_IN_TIME,500,500,416,NORMAL
FSL-2024-01-05,FSL,2024-01-08,184.83117924401816,2024-01-24,182.5962808079511,SMA20,-0.01209156618059821,2024-01-23,11,2024-01-05,501,491,491,432,87.9837067209776,489,448,91.6155419222904,0.9760479041916168,True,19590.599609375,16683.722470703124,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
GODREJPROP-2024-06-03,GODREJPROP,2024-06-04,2935.759399137498,2024-06-05,2602.420709881748,SMA20,-0.11354428069060504,2024-06-04,1,2024-06-03,501,493,493,303,61.4604462474645,480,347,72.29166666666667,0.9580838323353292,True,21797.400390625,18918.27002929688,STRONG_MOMENTUM,POINT_IN_TIME,501,493,480,STRONG_MOMENTUM
HAL-2024-01-03,HAL,2024-01-04,2788.391312973444,2024-01-24,2801.916032252733,SMA20,0.0048503663084743685,2024-01-23,13,2024-01-03,501,491,491,422,85.94704684317719,489,443,90.59304703476482,0.9760479041916168,True,19367.150390625,16633.734721679688,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
HCLTECH-2024-02-06,HCLTECH,2024-02-07,1471.3625945906078,2024-03-04,1490.3419743322556,SMA20,0.012899185973209151,2024-03-01,18,2024-02-06,501,491,491,331,67.41344195519349,489,401,82.0040899795501,0.9760479041916168,True,20033.75,17195.510483398437,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
HDFCAMC-2024-01-04,HDFCAMC,2024-01-05,1575.7073979942868,2024-03-07,1779.1004954963557,SMA20,0.12908049918466297,2024-03-06,42,2024-01-04,501,491,491,431,87.78004073319755,489,446,91.20654396728015,0.9760479041916168,True,19541.25,16658.041723632814,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
HEG-2023-09-08,HEG,2023-09-11,360.111767142096,2023-09-13,336.3593064778099,SMA20,-0.06595857961762647,2023-09-12,2,2023-09-08,501,491,491,414,84.31771894093686,487,451,92.60780287474331,0.9720558882235528,True,17487.44921875,15688.051762695311,STRONG_MOMENTUM,POINT_IN_TIME,501,491,487,STRONG_MOMENTUM
HOMEFIRST-2025-06-24,HOMEFIRST,2025-06-25,1335.7575808814292,2025-07-21,1359.148211066885,SMA20,0.01751113414607838,2025-07-18,18,2025-06-24,503,499,497,350,70.4225352112676,477,261,54.71698113207547,0.94831013916501,True,23113.19921875,22307.92223632813,NORMAL,POINT_IN_TIME,503,497,477,NORMAL
HOMEFIRST-2026-07-13,HOMEFIRST,2026-07-14,1265.0,2026-07-24,1192.0,SMA20,-0.057707509881422925,2026-07-23,8,2026-07-13,500,500,500,323,64.60000000000001,417,231,55.39568345323741,0.834,True,23347.05078125,23062.958818359373,NORMAL,POINT_IN_TIME,500,500,417,NORMAL
HYUNDAI-2025-09-17,HYUNDAI,2025-09-18,2629.885128374375,2025-10-01,2564.50951231437,SMA20,-0.024858734457506918,2025-09-30,9,2025-09-17,501,497,497,310,62.37424547283702,487,337,69.19917864476386,0.9720558882235528,True,23445.19921875,22253.45775390625,STRONG_MOMENTUM,POINT_IN_TIME,501,497,487,STRONG_MOMENTUM
ICICIPRULI-2024-09-03,ICICIPRULI,2024-09-04,756.8668036093527,2024-10-04,753.8314170403135,SMA20,-0.004010463339869142,2024-10-03,21,2024-09-03,502,493,493,301,61.05476673427992,489,411,84.04907975460122,0.9741035856573704,True,23788.44921875,20707.80728515625,STRONG_MOMENTUM,POINT_IN_TIME,502,493,489,STRONG_MOMENTUM
INDIACEM-2026-01-05,INDIACEM,2026-01-06,458.8999938964844,2026-01-22,462.79998779296875,SMA20,0.008498570382121448,2026-01-21,12,2026-01-05,501,498,498,265,53.21285140562249,492,263,53.45528455284553,0.9820359281437124,True,24058.44921875,22938.61780273437,NORMAL,POINT_IN_TIME,501,498,492,NORMAL
INDUSTOWER-2025-12-24,INDUSTOWER,2025-12-26,408.5253809627697,2026-01-20,411.51295320500464,SMA20,0.007313063964824257,2026-01-19,17,2025-12-24,501,498,498,200,40.16064257028113,493,245,49.69574036511156,0.9840319361277444,True,23850.25,22832.71879882813,NORMAL,POINT_IN_TIME,501,498,493,NORMAL
INTELLECT-2023-08-31,INTELLECT,2023-09-01,727.0685260069507,2023-09-13,660.4316159308927,SMA20,-0.09165148495978354,2023-09-12,8,2023-08-31,502,492,491,365,74.33808553971487,483,421,87.16356107660455,0.9621513944223108,True,16924.30078125,15638.749018554689,STRONG_MOMENTUM,POINT_IN_TIME,502,491,483,STRONG_MOMENTUM
J&KBANK-2026-06-03,J&KBANK,2026-06-04,149.0,2026-07-01,155.30999755859375,SMA20,0.04234897690331376,2026-06-30,19,2026-06-03,504,500,464,257,55.38793103448276,415,181,43.6144578313253,0.8234126984126984,True,22451.849609375,23049.7793359375,HOSTILE,POINT_IN_TIME,504,464,415,HOSTILE
JBMA-2024-02-12,JBMA,2024-02-13,1047.704108761896,2024-03-05,1041.7666339433092,SMA20,-0.005667129458529255,2024-03-04,15,2024-02-12,501,491,491,273,55.60081466395111,489,374,76.48261758691206,0.9760479041916168,True,19675.19921875,17296.579736328124,NORMAL,POINT_IN_TIME,501,491,489,NORMAL
JKCEMENT-2025-04-22,JKCEMENT,2025-04-23,5120.469062409923,2025-05-08,4985.398193624666,SMA20,-0.026378612415966084,2025-05-07,10,2025-04-22,501,497,497,402,80.88531187122736,474,168,35.44303797468354,0.9461077844311376,True,22085.150390625,22406.19295898437,HOSTILE,POINT_IN_TIME,501,497,474,HOSTILE
JSL-2023-12-13,JSL,2023-12-14,558.042826994737,2023-12-21,511.07420456855937,SMA20,-0.08416669860111037,2023-12-20,5,2023-12-13,501,491,491,410,83.5030549898167,489,441,90.1840490797546,0.9760479041916168,True,18751.44921875,16345.1022265625,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
JSWSTEEL-2026-02-25,JSWSTEEL,2026-02-26,1268.2155276948338,2026-03-05,1207.5638418161982,SMA20,-0.047824430906376655,2026-03-04,4,2026-02-25,500,498,449,217,48.329621380846326,444,176,39.63963963963964,0.888,True,23403.80078125,23288.8962890625,NORMAL,POINT_IN_TIME,500,449,444,NORMAL
KPIL-2024-04-30,KPIL,2024-05-02,1204.5253338303362,2024-05-10,1168.3505373830183,SMA20,-0.030032408145608452,2024-05-09,6,2024-04-30,501,493,492,353,71.7479674796748,479,384,80.1670146137787,0.9560878243512974,True,20997.19921875,18455.24826171875,STRONG_MOMENTUM,POINT_IN_TIME,501,492,479,STRONG_MOMENTUM
LALPATHLAB-2024-08-05,LALPATHLAB,2024-08-06,1568.802153199716,2024-09-17,1643.6763836111818,SMA20,0.047727006403422444,2024-09-16,29,2024-08-05,503,493,493,233,47.26166328600406,487,395,81.1088295687885,0.9681908548707754,True,22542.44921875,20094.15900390625,NORMAL,POINT_IN_TIME,503,493,487,NORMAL
LALPATHLAB-2024-08-30,LALPATHLAB,2024-09-02,1679.701455832319,2024-09-17,1643.6763836111818,SMA20,-0.021447306660388753,2024-09-16,11,2024-08-30,502,493,493,299,60.649087221095336,488,408,83.60655737704919,0.9721115537848606,True,23734.55078125,20639.52029296875,STRONG_MOMENTUM,POINT_IN_TIME,502,493,488,STRONG_MOMENTUM
LLOYDSME-2024-07-04,LLOYDSME,2024-07-05,776.9290366639519,2024-07-16,742.0220488302864,SMA20,-0.04492944166889722,2024-07-15,7,2024-07-04,502,493,493,418,84.78701825557809,484,418,86.36363636363636,0.9641434262948207,True,22914.19921875,19492.55326171875,STRONG_MOMENTUM,POINT_IN_TIME,502,493,484,STRONG_MOMENTUM
LT-2025-10-15,LT,2025-10-16,3793.250008284209,2025-11-10,3857.3242358837683,SMA20,0.01689164369857656,2025-11-07,15,2025-10-15,503,498,498,258,51.80722891566265,481,294,61.12266112266113,0.956262425447316,True,23377.349609375,22268.92327148437,NORMAL,POINT_IN_TIME,503,498,481,NORMAL
MINDACORP-2023-12-19,MINDACORP,2023-12-20,397.84594614127,2023-12-29,374.58039228540986,SMA20,-0.058478800856246155,2023-12-28,6,2023-12-19,501,491,491,422,85.94704684317719,489,447,91.41104294478528,0.9760479041916168,True,19169.25,16431.214477539062,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
MINDACORP-2024-08-22,MINDACORP,2024-08-23,536.0644316746123,2024-09-09,557.2602217117259,SMA20,0.03953963140382225,2024-09-06,11,2024-08-22,503,493,493,287,58.21501014198783,487,415,85.21560574948666,0.9681908548707754,True,23440.69921875,20433.893779296875,NORMAL,POINT_IN_TIME,503,493,487,NORMAL
NAM-INDIA-2025-07-10,NAM-INDIA,2025-07-11,802.8627608715534,2025-07-28,783.2807595732531,SMA20,-0.02439022240493866,2025-07-25,11,2025-07-10,500,497,497,379,76.25754527162978,479,303,63.25678496868476,0.958,True,23471.400390625,22295.232734375,STRONG_MOMENTUM,POINT_IN_TIME,500,497,479,STRONG_MOMENTUM
NATCOPHARM-2026-05-06,NATCOPHARM,2026-05-07,1153.9449829172586,2026-05-20,1128.9871764491663,SMA20,-0.021628246439442087,2026-05-19,9,2026-05-06,504,499,464,390,84.05172413793103,413,215,52.05811138014528,0.8194444444444444,True,23133.400390625,23097.95284179688,NORMAL,POINT_IN_TIME,504,464,413,NORMAL
NCC-2024-07-31,NCC,2024-08-01,348.223411028987,2024-08-06,316.6063380908788,SMA20,-0.09079536853849358,2024-08-05,3,2024-07-31,503,493,493,396,80.32454361054768,487,430,88.29568788501027,0.9681908548707754,True,23530.80078125,20005.483017578124,STRONG_MOMENTUM,POINT_IN_TIME,503,493,487,STRONG_MOMENTUM
OFSS-2024-03-26,OFSS,2024-03-27,7908.911095507364,2024-04-10,7576.188696181012,SMA20,-0.04206930578791732,2024-04-09,9,2024-03-26,501,491,490,173,35.30612244897959,489,328,67.07566462167689,0.9760479041916168,True,20005.25,17953.690532226563,NORMAL,POINT_IN_TIME,501,490,489,NORMAL
PAGEIND-2026-06-24,PAGEIND,2026-06-25,40476.52892246642,2026-07-10,40382.04758346951,SMA20,-0.0023342253279151964,2026-07-09,11,2026-06-24,500,500,464,283,60.991379310344826,416,221,53.125,0.832,True,23126.30078125,23045.71181640625,NORMAL,POINT_IN_TIME,500,464,416,NORMAL
PNB-2024-04-30,PNB,2024-05-02,131.69620347849414,2024-05-07,119.37593369811971,SMA20,-0.09355068297307689,2024-05-06,3,2024-04-30,501,493,492,353,71.7479674796748,479,384,80.1670146137787,0.9560878243512974,True,20997.19921875,18455.24826171875,STRONG_MOMENTUM,POINT_IN_TIME,501,492,479,STRONG_MOMENTUM
PNB-2025-11-19,PNB,2025-11-20,122.36192696807808,2025-11-25,118.26116904089048,SMA20,-0.033513348709009884,2025-11-24,3,2025-11-19,502,499,498,224,44.97991967871486,483,287,59.42028985507246,0.9621513944223108,True,23906.30078125,22478.68353515625,NORMAL,POINT_IN_TIME,502,498,483,NORMAL
POLYCAB-2026-05-25,POLYCAB,2026-05-26,9325.2528673159,2026-06-12,9435.231296282971,SMA20,0.011793613592242113,2026-06-11,13,2026-05-25,504,500,464,348,75.0,414,189,45.65217391304348,0.8214285714285714,True,22929.44921875,23056.55884765625,HOSTILE,POINT_IN_TIME,504,464,414,HOSTILE
PRESTIGE-2024-01-03,PRESTIGE,2024-01-04,1240.3668105254292,2024-01-24,1141.151258737235,SMA20,-0.07998887985898766,2024-01-23,13,2024-01-03,501,491,491,422,85.94704684317719,489,443,90.59304703476482,0.9760479041916168,True,19367.150390625,16633.734721679688,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
PRESTIGE-2024-05-21,PRESTIGE,2024-05-22,1594.5720375358862,2024-05-30,1507.5655415934914,SMA20,-0.054564167622584904,2024-05-29,6,2024-05-21,501,493,492,337,68.4959349593496,480,362,75.41666666666667,0.9580838323353292,True,21187.650390625,18719.22526367188,STRONG_MOMENTUM,POINT_IN_TIME,501,492,480,STRONG_MOMENTUM
PTCIL-2025-10-27,PTCIL,2025-10-28,17570.0,2025-11-17,16950.0,SMA20,-0.035287421741605006,2025-11-14,13,2025-10-27,503,498,498,291,58.43373493975904,482,314,65.14522821576763,0.9582504970178928,True,23840.900390625,22310.83252929688,NORMAL,POINT_IN_TIME,503,498,482,NORMAL
RATNAMANI-2023-11-23,RATNAMANI,2023-11-24,3524.0383165997678,2023-12-12,3467.846471215531,SMA20,-0.015945299209588194,2023-12-11,11,2023-11-23,501,491,491,305,62.11812627291242,488,417,85.45081967213115,0.9740518962075848,True,17639.400390625,16124.258237304688,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
SAREGAMA-2026-06-29,SAREGAMA,2026-06-30,496.0,2026-07-08,457.8999938964844,SMA20,-0.07681452843450731,2026-07-07,6,2026-06-29,500,500,464,253,54.52586206896552,416,205,49.27884615384615,0.832,True,23000.0,23050.3978125,HOSTILE,POINT_IN_TIME,500,464,416,HOSTILE
SBILIFE-2025-05-23,SBILIFE,2025-05-26,1803.4929153346563,2025-06-06,1772.3362984402731,SMA20,-0.017275707949538456,2025-06-05,9,2025-05-23,503,497,497,423,85.11066398390342,474,223,47.04641350210971,0.9423459244532804,True,22781.05078125,22329.94875,NORMAL,POINT_IN_TIME,503,497,474,NORMAL
SCHAEFFLER-2025-06-05,SCHAEFFLER,2025-06-06,4309.442120870904,2025-06-17,4011.9897987378085,SMA20,-0.0690233941633685,2025-06-16,7,2025-06-05,503,497,497,390,78.4708249496982,476,256,53.78151260504202,0.9463220675944334,True,22934.5,22323.8442578125,NORMAL,POINT_IN_TIME,503,497,476,NORMAL
SHRIRAMFIN-2023-11-15,SHRIRAMFIN,2023-11-16,392.42751358839087,2023-11-28,376.05069805019167,SMA20,-0.041732077826165115,2023-11-24,7,2023-11-15,501,491,491,275,56.0081466395112,488,405,82.99180327868852,0.9740518962075848,True,17508.05078125,16049.089243164062,NORMAL,POINT_IN_TIME,501,491,488,NORMAL
SHYAMMETL-2024-09-12,SHYAMMETL,2024-09-13,842.2939239264605,2024-10-21,879.86111709529,SMA20,0.04460104970685912,2024-10-18,25,2024-09-12,502,494,493,292,59.2292089249493,489,398,81.39059304703477,0.9741035856573704,True,23907.349609375,20931.13103515625,NORMAL,POINT_IN_TIME,502,493,489,NORMAL
SOLARINDS-2026-05-08,SOLARINDS,2026-05-11,16095.489785455293,2026-06-11,17689.54883849396,SMA20,0.09903762322779021,2026-06-10,23,2026-05-08,504,499,464,391,84.26724137931035,413,227,54.9636803874092,0.8194444444444444,True,23115.650390625,23095.83059570313,NORMAL,POINT_IN_TIME,504,464,413,NORMAL
SOLARINDS-2026-07-20,SOLARINDS,2026-07-21,19131.696037140653,2026-07-29,18254.0,SMA20,-0.04587654097351162,2026-07-28,6,2026-07-20,500,500,500,318,63.6,416,226,54.32692307692307,0.832,True,23338.05078125,23058.80307617188,NORMAL,POINT_IN_TIME,500,500,416,NORMAL
SUMICHEM-2024-07-02,SUMICHEM,2024-07-03,512.5998720435008,2024-08-06,493.1552666153484,SMA20,-0.037933301369420275,2024-08-05,23,2024-07-02,502,493,493,406,82.35294117647058,484,415,85.74380165289256,0.9641434262948207,True,22677.80078125,19435.00376953125,STRONG_MOMENTUM,POINT_IN_TIME,502,493,484,STRONG_MOMENTUM
SUNDARMFIN-2023-11-07,SUNDARMFIN,2023-11-08,3275.571182657237,2023-11-13,3128.9475131828876,SMA20,-0.04476277916067267,2023-11-10,3,2023-11-07,501,491,491,233,47.45417515274949,488,401,82.17213114754098,0.9740518962075848,True,17187.80078125,16000.957749023435,NORMAL,POINT_IN_TIME,501,491,488,NORMAL
SUNTV-2023-11-13,SUNTV,2023-11-15,630.6077716468322,2024-01-15,667.3729827005043,SMA20,0.058301233677567406,2024-01-12,41,2023-11-13,501,491,491,254,51.73116089613035,488,399,81.76229508196722,0.9740518962075848,True,17318.599609375,16038.288491210937,NORMAL,POINT_IN_TIME,501,491,488,NORMAL
SWSOLAR-2024-01-11,SWSOLAR,2024-01-12,475.2000122070313,2024-02-22,575.0,SMA20,0.21001680393368474,2024-02-21,27,2024-01-11,501,491,491,412,83.91038696537679,489,437,89.36605316973414,0.9760479041916168,True,19584.349609375,16786.46947265625,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
TATAPOWER-2024-04-29,TATAPOWER,2024-04-30,444.18512539515183,2024-05-09,420.7784778328822,SMA20,-0.052695703264369446,2024-05-08,6,2024-04-29,501,493,492,358,72.76422764227642,479,381,79.54070981210856,0.9560878243512974,True,20992.19921875,18432.90201171875,STRONG_MOMENTUM,POINT_IN_TIME,501,492,479,STRONG_MOMENTUM
TEJASNET-2026-06-19,TEJASNET,2026-06-22,638.0,2026-07-06,594.7000122070312,SMA20,-0.06786831942471591,2026-07-03,10,2026-06-19,502,502,464,297,64.00862068965517,416,223,53.605769230769226,0.8286852589641435,True,23144.19921875,23040.527822265623,NORMAL,POINT_IN_TIME,502,464,416,NORMAL
TITAN-2025-12-26,TITAN,2025-12-29,3996.8849305657486,2026-01-21,4062.1707923552003,SMA20,0.016334185978231466,2026-01-20,17,2025-12-26,501,498,498,194,38.95582329317269,493,247,50.10141987829615,0.9840319361277444,True,23780.25,22850.337548828124,NORMAL,POINT_IN_TIME,501,498,493,NORMAL
TORNTPHARM-2024-08-28,TORNTPHARM,2024-08-29,3365.2020224458247,2024-09-19,3286.7658980861947,SMA20,-0.023307998698581155,2024-09-18,15,2024-08-28,503,493,493,294,59.63488843813387,487,413,84.80492813141683,0.9681908548707754,True,23615.94921875,20570.36078125,NORMAL,POINT_IN_TIME,503,493,487,NORMAL
